csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
12605.2392578125	9792.8466796875	10089.1796875	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00419244	-0.0327513	0.0114975	0.00049369	-0.0004598	0.0
12343.2509765625	9776.0205078125	10045.41796875	1.372474	40.237991	0.18402119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0140079	0.0275064	-0.0190054	-0.000233662	0.000314053	-1.3234899999999996e-23
12163.8095703125	9787.6728515625	9999.8720703125	1.288687	37.781528	0.17048499500000003	-0.035543194	-0.0029951094	-0.0590514154	-0.0013394559	0.0036761621	-0.017466102600000002	-0.034767087099999996	-0.0155949134	-0.049541172300000005	0.044430772599999994	-0.0703157254	0.0820725057	0.052128484800000006	0.052128128600000004	0.052127535	0.052126704	0.052125635499999996	0.0521243296	0.0521227863	0.0	0.0	0.00402204	-0.0390083	0.0340036	0.000263982	-7.8117e-06	0.0
12074.9775390625	9784.8955078125	9980.30078125	1.188593	34.846992	0.05504759999999999	0.0051759375	0.052104352199999995	0.0028398847	-0.0005623052	0.057798169	-0.0089985839	-0.0079326938	0.057947642	-0.0792619136	0.053479565	-0.0751455243	0.0292288946	0.052127535	0.0521243296	0.0521189873	0.052111508499999994	0.0521018934	0.052090142400000004	0.052076255999999994	0.0	0.0	0.00402204	-0.0629686	0.0634487	0.000296826	-7.8117e-06	0.0
12002.658203125	9769.37890625	9965.908203125	1.291325	37.85886	0.12695285	0.0408326354	-0.0251265	0.0081252671	-0.0275433512	-0.0171840621	-0.023703718999999998	0.054279015800000004	-0.0093277073	0.0044484068	0.0500663509	-0.0373963389	0.0505303137	0.052125635499999996	0.052116731799999996	0.0521018934	0.052081122	0.05205442	0.0520217905	0.051983237	0.0	0.0	0.00402204	0.0358544	0.0584517	-0.000165831	-7.8117e-06	0.0
11957.2470703125	9756.6279296875	9957.482421875	1.131061	33.160278	0.061016525	-0.012389052	-0.0471408392	0.0138424942	0.00037227120000000004	0.0130228317	-0.0481640047	0.00167349	-0.0508787336	0.0394767331	0.020523698899999998	-0.0534696733	0.0185993421	0.0521227863	0.0521053358	0.052076255999999994	0.0520355534	0.051983237	0.0519193186	0.05184381230000001	0.0	0.0	0.00857511	0.0023263	0.0544926	-1.94756e-05	0.000225358	0.0
11923.630859375	9764.61328125	9955.490234375	1.109782	32.536427	0.106763115	-0.0470927808	-0.0112833462	0.0168793371	0.0571297202	-0.0373234192	0.0027770376	-0.046065464900000005	-0.0130010901	-0.0276349927	-0.037506588199999996	-0.0093478608	0.0239660557	0.0521189873	0.052090142400000004	0.052042079299999995	0.0519748158	0.0518883767	0.05178279400000001	0.051658106399999994	0.0	0.0	0.00939052	-0.0602588	0.0502065	0.000355453	-0.000154027	2.72165e-05
11899.5595703125	9763.2978515625	9961.5810546875	1.203793	35.292618	0.07431878999999998	-0.025342084700000003	0.0455596162	0.0472300911	-0.0555767905	0.015557242800000001	0.0258846727	-0.0255103761	0.0446598588	0.016208479799999998	0.0544573765	0.034579988900000004	-0.031066539100000002	0.0521142388	0.0520711528	0.051999369000000004	0.0518989271	0.0517698825	0.0516123062	0.0514262851	0.0	0.0	0.011758	-0.0305513	0.0687671	-1.94756e-05	-8.38418e-05	5.57669e-05
11906.7216796875	9751.25390625	9964.3193359375	1.185671	34.761337	0.1329650515	0.0445210229	0.0286996571	0.0011447811	0.07666320830000001	-0.005442224	-0.0142665425	0.035891961800000004	0.0408397976	0.0337999489	-0.08816078810000001	-0.0170683693	-0.0227217135	0.0521085408	0.0520483682	0.051948132	0.051807909299999996	0.0516278081	0.051407967	0.0511485553	0.0	0.0	0.007253459999999998	0.0449646	0.0452273	-0.000417889	-3.27567e-06	-5.33498e-05
11896.623046875	9757.4345703125	9965.7548828125	1.169641	34.291348	0.1515085465	0.0459707027	-0.0173573288	0.0036599734	-0.052199019000000006	-0.055723015300000005	0.0093013547	0.0556194937	-0.0056841144	0.026728796200000002	0.0032050237	0.0458027613	0.038314725099999995	0.0521018934	0.0520217905	0.0518883767	0.051701789000000005	0.051462218399999995	0.0511699105	0.050825164900000004	0.0	0.0	-0.00630473	-0.0482742	0.0429115	-1.94756e-05	-0.000411673	-1.22454e-05
