csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
12525.1455078125	9705.955078125	9995.7646484375	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0187041	0.0396427	0.0639365	4.40756e-06	-5.10491e-05	0.00011396000000000003
12341.8037109375	9713.3740234375	9966.1787109375	1.282675	38.014297	0.14364848300000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00556483	0.016159	-0.0219796	-1.75696e-05	-0.000114707	0.0
12200.7900390625	9706.2294921875	9931.4658203125	1.2376140000000002	36.678818	0.073355775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00556658	-0.0343864	-0.0320626	0.000146146	-0.000114707	-9.07969e-05
12059.302734375	9700.6025390625	9907.9599609375	1.208734	35.822922	0.264595005	0.000965866	0.0337653073	0.0746085445	0.0108663161	-0.010887634299999999	0.0010154661	-0.0058461605	0.042063654400000004	-0.025010849900000003	0.0271866032	-0.0709029439	0.0399687717	0.052163934	0.052163576600000004	0.052162981	0.0521621471	0.052161075	0.0521597646	0.05215821599999999	0.0	0.0	0.0	0.00664068	0.0874538	0.0366262	-0.000532775	0.000221831	0.000130919
12018.9482421875	9692.8759765625	9903.8232421875	1.078172	31.953503	0.14017503	-0.0509351507	0.0194062235	0.0703053294	-0.0395555757	-0.0419572219	-0.0427507396	0.041397601400000004	0.0234554293	-0.0273542951	0.048434617	-0.0656348849	0.0200050307	0.052162981	0.0521597646	0.0521544042	0.0521468999	0.052137252099999996	0.052125461	0.0521115274	0.0	0.0	0.0	0.0136467	0.021686	0.0107225	-0.000281497	0.000727447	5.78628e-05
11986.455078125	9702.216796875	9889.1708984375	1.177547	34.898651	0.07900780500000001	-0.0544016432	-0.0381214227	0.043874011100000006	0.0030058792	0.0787599124	0.029090774700000002	0.0425704881	-0.0332045385	-0.0347505298	0.0057897737	0.062275545700000004	0.0419255489	0.052161075	0.052152141	0.052137252099999996	0.05211641	0.0520896171	0.0520568765	0.052018191799999995	0.0	0.0	0.0	0.0136444	-0.0219851	0.0151463	0.000178921	0.000591125	3.63907e-05
11958.8251953125	9699.4052734375	9885.921875	1.222093	36.218853	0.12514175	0.0233287292	-0.0536181566	0.0466739972	-0.0110597094	-0.0822583124	-0.0201592469	-0.031837514500000004	-0.050494733	-0.0209940243	0.033915098500000004	-0.08548928609999999	-0.0175453123	0.05215821599999999	0.0521407061	0.0521115274	0.0520706862	0.052018191799999995	0.051954056	0.051878293	0.0	0.0	0.0	0.0136317	0.0581375	0.0418813	-0.000122159	0.000534482	2.86847e-05
11949.0546875	9692.830078125	9881.4375	1.1775080000000002	34.897495	0.061065044999999984	0.039559767	0.0008658022999999999	0.051070627300000004	-0.026944298	0.0752679584	-0.0099269024	-0.0490762372	0.0042355868	0.0030711891	0.028330960099999997	0.0058097117	0.07477614219999999	0.0521544042	0.052125461	0.052077234400000005	0.052009742000000005	0.0519230089	0.0518170672	0.051691956	0.0	0.0	0.0	0.0137498	0.0813848	0.0440392	-9.15955e-05	-3.72441e-05	0.00013723
11931.8583984375	9695.8466796875	9872.2431640625	1.167905	34.612881	0.14850392999999998	0.010186031199999999	0.0460905225	0.0510543434	-0.0460782208	-0.0162651966	0.0246306151	-0.0068244104000000005	0.0523064762	-0.0442296228	0.0331505719	0.0026252271999999996	-0.0383772652	0.052149639500000004	0.0521064068	0.0520343787	0.0519335951	0.0518041118	0.05164600019999999	0.0514593477	0.0	0.0	0.0	0.0086565	-0.0116998	0.0462319	0.000559291	0.000237868	0.000173898
11892.33203125	9701.837890625	9856.6884765625	1.128726	33.45174	0.031075255	-0.0401136777	0.0275280706	0.0044672569	-0.0344270631	-0.0352594698	-0.0459217413	0.0450832226	0.0251028952	-0.0288936623	0.0041625136	0.0047572052000000005	-0.0250981662	0.0521439221	0.0520835447	0.0519829674	0.0518422679	0.0516615548	0.0514409675	0.0511806764	0.0	0.0	0.0	0.014168	-0.0138625	0.061266	0.000505588	0.000257119	7.95129e-05
11883.8095703125	9691.828125	9853.6962890625	1.143937	33.902554	0.13079675999999998	-0.0498204532	-0.0213046111	-0.009694936500000001	-0.024444711600000002	0.0671245084	0.0161747818	0.048445939699999996	-0.0217942998	0.012529881699999999	0.024270169700000004	0.050152851799999995	0.06367075650000001	0.052137252099999996	0.0520568765	0.0519230089	0.051735786900000004	0.051495402999999995	0.051202104000000005	0.05085619139999999	0.0	0.0	0.0	0.00867535	0.0661123	0.0690831	3.23047e-05	7.88752e-05	0.00017823
11897.8125	9688.765625	9851.755859375	1.157328	34.299431	0.078982775	0.0104553306	-0.050887984500000004	-0.00023955650000000002	-0.0580303246	-0.0678123146	0.0189496184	-0.006584948	-0.045192418600000006	0.0235076663	0.063027998	-0.0501776519	-0.0227091466	0.0521296295	0.0520264041	0.0518545131	0.0516141834	0.051305732300000004	0.0509295667	0.0504861832	0.0	0.0	0.0	0.00864921	0.0865916	0.0383084	-7.19846e-05	0.000418657	6.82484e-05
11884.373046875	9699.3759765625	9848.693359375	1.182675	35.050606	0.189537445	0.04687644480000001	-0.016435735700000002	-0.0036620831	-0.021933593799999998	0.0465587795	-0.0507361125	-0.0486519196	-0.0122076871	-0.0170817458	0.0195219848	0.039581039500000005	0.0204733826	0.0521210545	0.0519921297	0.051777491200000005	0.0514774929	0.0510926293	0.0506235349	0.050070983099999994	0.0	0.0	0.0	0.0186754	-0.0242263	0.0580019	0.000484678	6.350610000000002e-05	0.000136432
11839.2041015625	9702.5	9846.0283203125	1.103086	32.691872	0.096556725	0.0329862966	0.0472345123	-0.0169911947	0.0020384358999999998	0.0045356407	0.0187463415	-0.0256737216	0.0481276566	-0.0162696183	-0.011385950300000001	0.0138401251	-0.037144791499999996	0.0521115274	0.051954056	0.051691956	0.051325755300000005	0.05085619139999999	0.05028420980000001	0.049610962599999996	0.0	0.0	0.0	0.00866061	0.00881404	0.07910789999999998	0.000745379	0.00036266	4.8375e-05
11873.4951171875	9690.314453125	9858.7978515625	1.1445	33.919228	0.133352405	-0.0367566695	0.0370981794	-0.0103768773	-0.011136316299999999	-0.0514260595	-0.011315203999999999	0.0319897992	0.0359200905	0.025207898599999997	0.0223132243	-0.0638218423	-0.0116776043	0.0521010482	0.0519121855	0.051597921399999996	0.051159015	0.0505965265	0.049911814699999994	0.0491065336	0.0	0.0	0.0	0.00864369	0.08063249999999998	0.0544899	0.000281273	0.000604732	8.017749999999998e-05
11904.9677734375	9694.3447265625	9868.958984375	1.186692	35.169682	0.054849135	-0.0509787164	-0.0284530959	-0.0024683942	-0.012245492	0.080397828	-0.0119639727	0.046553999299999996	-0.024943754500000002	0.0045229351	0.0151588237	0.0493647505	0.0819042058	0.0520896171	0.051866521500000005	0.051495402999999995	0.0509773207	0.0503137533	0.049506594400000006	0.0485581476	0.0	0.0	0.0	0.00539531	0.07279009999999998	0.0373026	0.000218957	0.000188663	2.71414e-05
