csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
10587.7041015625	10811.8876953125	10661.1552734375	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
10470.0771484375	10810.9208984375	10615.7587890625	1.320168	39.318253	0.09964958999999997	-0.0257935614	-0.0037724502	0.0952957048	-0.1051380874	0.0337300841	-0.06794999759999999	-0.0236395569	0.0233877588	-0.0339189894	0.0867452838	-0.0170236029	0.0515308689	0.0520931078	0.0520927528	0.0520921612	0.052091333	0.052090268099999996	0.052088966699999996	0.052087428600000006	0.0	0.020469	-0.0450219	0.0319234	0.0	4.47058e-05	0.0
10415.9521484375	10815.75390625	10603.271484375	1.12301	33.446346	0.11952340500000003	-0.0279006963	0.0607328947	0.07415669030000001	-0.12111628869999999	-0.0118577132	0.050374399699999996	-0.0304159087	-0.0373398084	-0.0290105262	0.1016656741	0.053975532300000004	0.1005050388	0.0520921612	0.052088966699999996	0.0520836425	0.052076189	0.0520666065	0.0520548953	0.052041055999999995	0.0	0.0137263	-0.0533008	-0.00326228	4.53843e-05	0.00116441	0.000221234
10353.7001953125	10805.0283203125	10590.1259765625	1.502355	44.744267	0.2164742	0.060192784400000005	-0.0017644529999999998	0.036128465400000004	-0.0647184076	0.07215364120000001	0.013483485600000001	0.057501101500000006	-0.00368737	0.002874415	0.0428738584	-0.0534234204	0.043590269800000005	0.052090268099999996	0.0520813946	0.0520666065	0.052045905499999996	0.052019294	0.051986774900000005	0.051948352	0.0	0.00965367	0.0805223	0.031938	-5.79668e-05	0.000579911	4.15203e-05
10394.392578125	10805.259765625	10587.2373046875	1.297838	38.653214	0.08885398500000001	-0.0255413325	-0.0397417581	0.0394851284	-0.0994382987	-0.0115869089	0.0028410161	-0.010032420600000001	0.0456736314	0.0055840075	0.0740332511	0.0409195037	0.0566654807	0.052087428600000006	0.052070037199999995	0.052041055999999995	0.0520004912	0.051948352	0.05188465	0.051809399299999996	0.0	0.0132674	0.0335777	0.031928	0.000119207	0.00102601	-0.00010092
10367.1826171875	10807.955078125	10586.962890625	1.104864	32.905903	0.1866874	-0.044252550599999996	0.0182751668	0.0409791452	-0.062499967000000003	0.0799033478	-0.0043088744	-0.0424341061	-0.0044132989	0.0059117976	0.0732228749	-0.0485825542	0.055461471500000005	0.0520836425	0.0520548953	0.052006995	0.051939959400000006	0.0518538129	0.051748587400000004	0.0516243215	0.0	-0.020852	-0.0472194	0.039647	0.000400041	0.000213605	-0.000288719
10354.3974609375	10816.99609375	10614.9365234375	1.317139	39.228035	0.29495824499999984	0.0213965559	0.0449473457	0.0057298239	0.0022520904	-0.014199026299999999	-0.0271430446	0.0047060687	-0.056335310300000004	0.0007128639	-0.0326483067	-0.0032683597999999996	0.0218385349	0.0520789101	0.05203597	0.051964429400000005	0.0518643275	0.0517357195	0.051578676	0.0513932833	0.0	0.00919861	0.075711	0.131177	0.000194307	0.000738433	-1.03363e-05
10347.1533203125	10804.8466796875	10588.6318359375	1.231696	36.683319	0.1092948	0.050287033700000004	-0.0334377536	0.0080359419	0.040142742	0.0188518539	0.012675005	0.0543218674	0.022128146499999998	0.026865072799999997	-0.0774388305	-0.0261042189	0.0120527073	0.052073231399999996	0.0520132626	0.0519133659	0.051773617699999996	0.0515941256	0.0513750271	0.051116490599999995	0.0	-0.0054352	0.0256961	0.146922	0.00056441	0.000579911	-5.97331e-05
10337.0400390625	10806.564453125	10573.2568359375	1.230853	36.658195	0.18260707	-0.022612484900000004	-0.0492025396	0.0101613852	-0.0182984206	-0.0033145990999999997	-0.019521361799999998	-0.006752408299999999	0.052424054299999995	0.0190330784	0.0298023578	-0.0062674812	0.0679540268	0.0520666065	0.051986774900000005	0.0518538129	0.051667856399999997	0.051429095300000005	0.051137773899999996	0.0507941896	0.0	0.00256598	-0.0578778	0.10512	0.00142955	0.000579911	5.97267e-05
10335.2001953125	10806.623046875	10573.6123046875	1.052772	31.354469	0.02711946	-0.049845071	0.0011327864	0.0175219877	0.011143309799999999	0.028608831499999997	-0.0123080457	-0.049135211500000005	0.0110543391	0.0200093618	0.0056142563	-0.0215162611	0.0432166571	0.052059035499999996	0.0519565087	0.05178578019999999	0.0515470741	0.0512407038	0.0508670714	0.0504266674	0.0	0.00567509	-0.0415949	0.105134	0.00131178	0.000579912	9.62247e-05
