csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
10069.5966796875	10201.435546875	9999.16015625	n/a	n/a	n/a	-0.027957029300000002	-0.014475100500000001	-0.0297852166	-0.0057517338000000005	0.1190283083	0.0272673119	-0.0359342753	-0.0044584566	-0.023668144500000002	0.007583294599999999	-0.0414014177	0.09313571529999999	0.052057802699999996	0.052057449000000006	0.0520568594	0.0520560339	0.05205497269999999	0.052053675599999995	0.0520521427	-0.0150553	-0.0767665	-0.07288759999999998	-5.70018e-05	-0.000486611	-6.58762e-05
9987.7919921875	10199.552734375	9967.46875	1.252903	36.52985	0.226043645	0.0125833792	-0.04419031440000001	0.005591958100000001	0.002297327	0.04037122	0.046029920099999996	0.0103804912	-0.0405562145	0.0186752772	-0.0274826399	-0.0166394877	0.0848010542	0.0520568594	0.052053675599999995	0.052048369500000004	0.0520409412	0.052031391100000005	0.0520197195	0.052005927	0.0141165	-0.0720992	0.0252016	9.61639e-05	0.0010499	0.00012675400000000003
9902.0615234375	10204.064453125	9946.205078125	1.329307	38.757492	0.192694415	0.043588891	0.0120335525	-0.0185815266	-0.011310327299999999	-0.0644635163	0.0012535716	0.052314050099999995	0.0129110302	-0.0287301174	-0.010541433000000001	-0.0253279671	0.08576691130000001	0.05205497269999999	0.0520461292	0.052031391100000005	0.0520107601	0.0519842386	0.0519518296	0.051913536600000004	-0.008063459999999998	-0.0648549	0.0862282	0.00127022	0.000305839	0.0
9846.111328125	10190.5693359375	9927.7978515625	1.358421	39.606358	0.23982931	-0.021095605400000002	0.0517433845	0.031299278199999996	0.068678313	-0.0592166141	0.0120337603	-0.011634503999999999	0.0523397062	0.0354873326	0.010986313400000001	-0.0871568728	0.016282535600000002	0.0520521427	0.052034810199999997	0.052005927	0.051965499500000005	0.051913536600000004	0.05185005	0.0517750536	0.0198141	0.0674951	0.108916	0.000545966	0.000568631	0.000151233
9820.34765625	10205.1259765625	9936.7822265625	1.244254	36.277676	0.07909049500000001	-0.048441444800000004	0.0015734807999999998	0.032692796600000004	-0.0425399086	-0.06926234349999999	0.0331288967	-0.0525498346	0.0098704603	-8.04354e-05	-0.046824283099999996	-0.07095584490000001	0.012198017299999999	0.052048369500000004	0.0520197195	0.0519719813	0.0519051723	0.0518193171	0.0517144471	0.0515906009	0.0212909	0.0488554	0.08395819999999998	1.80831e-05	0.000477293	0.000212336
9846.62109375	10200.2080078125	9935.765625	1.183926	34.518753	0.169920345	-0.046454516200000004	-0.040192091299999996	-0.037587091499999996	0.0309689204	-0.0395798121	0.0826035851	-0.0429190403	-0.0430818813	-0.0162786249	0.0355280801	-0.012471415900000001	0.051857611	0.0520436531	0.0520008583	0.0519295596	0.0518297962	0.0517016228	0.0515451095	0.05136034230000001	0.0212842	-0.0945861	0.0752146	0.000320953	0.000483325	0.000166667
9820.6279296875	10189.5947265625	9929.986328125	1.179379	34.386169	0.07712275	0.0031263955	-0.0394703794	0.044869075999999994	0.062874481	-0.0778924318	0.029990153199999998	0.0070579065	-0.0386507578	0.05172029190000001	0.011857897099999999	-0.04589645269999999	-0.0214505218	0.052037993600000006	0.0519782277	0.0518786688	0.051739393	0.051560506900000004	0.0513421476	0.051084482199999996	0.0279036	-0.045559	0.0891864	0.000341306	0.000468411	0.000281489
9846.0595703125	10191.587890625	9935.6806640625	1.083408	31.58803	0.06983485000000002	0.0364452825	-0.0222817545	0.0308465121	-0.0054734219999999995	-0.0884354392	0.0041135933	0.0407750502	-0.0229610747	0.0171601059	-0.0582573662	-0.0341506677	-0.0175706094	0.052031391100000005	0.0519518296	0.0518193171	0.051633988799999996	0.051396033499999993	0.0511056938	0.050763265599999996	0.0312859	-0.0260476	0.0905953	0.00048533	-0.000160403	0.000419296
9835.658203125	10185.630859375	9933.1767578125	1.088432	31.73451	0.13048075	0.048838012300000004	0.0092551097	-0.012664991399999999	-0.0151669305	-0.0728394128	0.026233578100000002	0.0586922858	0.0111157648	-0.032076968399999996	-0.030800559300000002	-0.0186716279	-0.0190196932	0.0520238458	0.0519216657	0.051751514299999996	0.051513614299999996	0.051208277	0.050835902300000006	0.0503969776	0.0212955	-0.0818276	0.0565338	0.000858005	-0.000160403	0.000178994
9839.677734375	10182.7099609375	9933.0869140625	1.218946	35.539783	0.048549700000000015	0.000832174	0.0532823845	-0.0222390086	0.0765929831	-0.070559021	-0.0086026073	0.0157616184	0.0433120211	0.0129790968	0.08585180220000001	-0.0350886973	-0.0146456159	0.052015357699999994	0.0518877384	0.05167527139999999	0.0513783043	0.0509973225	0.0505329491	0.0499859435	0.0212991	-0.0541196	0.0667832	0.0009226560000000002	-0.000265218	0.000136686
