csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
12564.62109375	9685.84375	9968.9580078125	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.00016e-06	-0.0291552	0.0178698	9.71179e-05	-0.000319718	0.0
12254.1455078125	9672.94140625	9911.802734375	1.240684	36.585789	0.07794619515999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0221431	0.0120657	0.0	-0.0	0.0
12090.119140625	9684.6923828125	9892.6787109375	1.219282	35.954685	0.16458078	-0.0171251942	-0.0476778532	0.0311049167	0.0355114157	-0.040588024300000004	0.057583503700000004	0.0017170112	0.0503427144	-0.0385303902	0.007001743299999999	-0.013212045300000001	0.021520928300000002	0.052128484800000006	0.052128128600000004	0.052127535	0.052126704	0.052125635499999996	0.0521243296	0.0521227863	0.0	0.0	0.00216367	-0.075023	-0.02844	0.000476684	-1.82222e-05	0.0
12012.880859375	9677.0	9882.2763671875	1.232171	36.334755	0.06372807441000002	0.0484875375	-0.0173676233	0.0371259746	0.02363405	0.00017992439999999998	-0.0790137152	-0.0520975116	0.0042993647	7.48862e-05	-0.0200562921	0.013772224199999999	0.0486937671	0.052127535	0.0521243296	0.0521189873	0.052111508499999994	0.0521018934	0.052090142400000004	0.052076255999999994	0.0	0.0	6.26559e-06	-0.0618321	-0.0123431	0.000696091	-0.000355211	8.92616e-05
11967.224609375	9670.416015625	9883.1669921875	1.143021	33.705872	0.17574701321	0.0195349046	0.0465419931	0.0472642823	0.0199635682	-0.028040492099999998	0.023371111400000002	-0.0161169132	-0.0470598113	0.0424395576	-0.0160963135	0.0097099784	0.039831321	0.052125635499999996	0.052116731799999996	0.0521018934	0.052081122	0.05205442	0.0520217905	0.051983237	0.0	0.0	2.52788e-05	0.0612584	-0.00275407	0.0	-0.00041656	0.000192791
11935.224609375	9679.984375	9882.6162109375	1.104471	32.569103	0.1690491862	-0.0346671232	0.0407307904	0.07273983769999999	0.0080760998	0.0341447139	0.0028319807000000002	0.0365559888	-0.0357009181	-0.0071558454	-0.0083131353	0.0491417017	0.013248698400000002	0.0521227863	0.0521053358	0.052076255999999994	0.0520355534	0.051983237	0.0519193186	0.05184381230000001	0.0	0.0	0.00577589	-0.0241835	-0.0486066	0.000141973	5.22799e-05	0.000222061
11922.8447265625	9695.029296875	9879.25	1.103368	32.536564	0.08841109619000001	-0.06375223320000001	-0.0048150303	0.0409405339	0.0384396237	0.0006347573999999999	-0.06738740730000001	0.048351989000000005	0.019219658400000002	-0.0588250517	-0.019738171000000002	0.00040167269999999997	-0.0080102778	0.0521189873	0.052090142400000004	0.052042079299999995	0.0519748158	0.0518883767	0.05178279400000001	0.051658106399999994	0.0	0.0	5.48381e-06	-0.0711348	-0.0322137	0.00045413	3.82811e-05	0.000162287
11906.533203125	9688.349609375	9877.6142578125	1.160197	34.212372	0.08979042398999999	-0.026996633399999997	-0.0425752601	0.0303119206	0.050813917	-0.0636739224	0.0629345256	0.0060055996	0.052690816900000007	-0.0017813404	-0.0366524429	-0.037587264100000004	0.0604305005	0.0521142388	0.0520711528	0.051999369000000004	0.0518989271	0.0517698825	0.0516123062	0.0514262851	0.0	0.0	1.83528e-05	-0.0099192	-0.0315233	0.000368368	-0.000362569	0.000233106
11932.0166015625	9686.16015625	9877.037109375	1.171156	34.535526	0.0812919972	0.0287176154	-0.0478531674	0.0821988731	0.0050105764	0.07056658610000001	-0.051673551500000005	-0.043706585	0.030866972200000002	0.0024041919	-0.0033205623999999997	0.10628542310000001	0.0369726692	0.0521085408	0.0520483682	0.051948132	0.051807909299999996	0.0516278081	0.051407967	0.0511485553	0.0	0.0	0.0127404	0.0333271	-0.0322198	0.0	-0.000288649	0.000182851
11939.52734375	9692.2734375	9877.689453125	1.16322	34.301502	0.125222225	0.0418106501	0.0164814842	0.0661042206	0.013496071399999999	-0.0637788867	0.007249523000000001	-0.0445299207	-0.0308391555	-0.0446746704	0.012983159099999999	-0.0374596571	0.0209058503	0.0521018934	0.0520217905	0.0518883767	0.051701789000000005	0.051462218399999995	0.0511699105	0.050825164900000004	0.0	0.0	0.00826496	-0.036383	-0.0244725	0.000498444	-8.697879999999998e-05	1.71775e-05
