csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
9983.9921875	10374.1015625	10187.931640625	n/a	n/a	n/a	-0.010029267	-0.033157812	0.0036698756	-0.0050860295	-0.0470587085	-0.0090144904	-0.0073948818	0.0419255213	0.0220496079	-0.013905137199999999	0.0092165185	-0.0250978994	0.052057802699999996	0.052057449000000006	0.0520568594	0.0520560339	0.05205497269999999	0.052053675599999995	0.0520521427	-0.0100092	0.0799938	-0.0122269	0.000409496	-0.000614695	0.0
9945.71484375	10386.6494140625	10164.1005859375	1.110999	32.172123	0.11526975	0.0191935676	-0.0429161993	-0.0352399024	-0.026598982	-0.0048448687	-0.0019841228	0.042433734699999996	0.0307793221	-0.0059760163	-0.0260039022	0.0394757798	0.006172471800000001	0.0520568594	0.052053675599999995	0.052048369500000004	0.0520409412	0.052031391100000005	0.0520197195	0.052005927	-0.0204546	0.0276454	0.0187064	0.000840349	-0.000614695	0.0
9908.697265625	10380.4111328125	10163.3076171875	1.1792840000000002	34.149506	0.15531569999999997	0.0378564602	-0.0012968278999999998	-0.06305933450000001	0.011672131100000002	0.0671865269	-0.0016766696	0.0542495569	-0.0201767861	0.0071992239	-0.026487569500000002	-0.07956009559999999	0.0351302145	0.05205497269999999	0.0520461292	0.052031391100000005	0.0520107601	0.0519842386	0.0519518296	0.051913536600000004	-0.0136713	0.108891	0.0505788	0.00053	-0.000216756	0.0
9885.7412109375	10370.1884765625	10173.58203125	1.178494	34.126625	0.08122708	0.0070953228000000005	0.0397496581	-0.0566866822	0.0467445378	-0.013643751	0.0047518101	0.010057023	-0.0384662575	0.0452844968	-0.0479987301	-0.0414129283	-0.058147436100000005	0.0520521427	0.052034810199999997	0.052005927	0.051965499500000005	0.051913536600000004	0.05185005	0.0517750536	-0.00262957	0.154698	0.0519529	0.000229846	-0.00018096	0.000124135
9909.806640625	10368.92578125	10181.6953125	1.466149	42.456486	0.58021998	0.033875833	0.0592689343	0.1101365473	-0.0021813577	-0.0214941649	0.0492133726	-0.0106655292	-0.0506561283	-0.0668609995	-0.057296423	0.0430032592	-0.039051776499999996	0.052048369500000004	0.0520197195	0.0519719813	0.0519051723	0.0518193171	0.0517144471	0.0515906009	-0.0293429	-0.0722637	-0.117555	-0.0008723109999999999	0.0013341500000000003	-0.000399339
9861.33203125	10377.0283203125	10191.1669921875	1.08195	31.330919	0.22538624999999995	0.0181057528	0.048279343200000005	0.09275723300000001	-0.0026488647999999997	-0.033903108700000004	0.0541329782	-0.0240168448	-0.0376983012	-0.0399923242	-0.0565115037	0.0547507957	-0.0077254415	0.0520436531	0.0520008583	0.0519295596	0.0518297962	0.0517016228	0.0515451095	0.05136034230000001	-0.0300617	0.062743	-0.105821	-0.00143598	0.000594579	-0.000654634
9858.609375	10390.337890625	10198.9638671875	1.094064	31.681711	0.12932619999999997	-0.0006198297	0.0413962565	0.0367543774	0.011466103600000001	-0.0023786923	-0.012411455200000001	-0.0239367412	-0.034958439300000005	-0.018756827	-0.0137422721	0.038792256000000004	0.0101583843	0.052037993600000006	0.0519782277	0.0518786688	0.051739393	0.051560506900000004	0.0513421476	0.051084482199999996	-0.0305825	0.0409167	-0.0556613	-0.000673552	0.000449437	-0.000425816
9898.3056640625	10389.0673828125	10208.4970703125	0.992199	28.731936	0.1480294	-0.0062320436	0.0378415377	0.04769818519999999	0.0239473112	-0.0158073457	-0.0416200498	-0.0249365378	-0.0312033208	0.0179723626	-0.0079122767	0.0065896795999999995	-0.0082428338	0.052031391100000005	0.0519518296	0.0518193171	0.051633988799999996	0.051396033499999993	0.0511056938	0.050763265599999996	-0.0133962	0.11984	-0.0215971	-0.000671361	0.000304295	-0.000216037
9942.0703125	10397.0322265625	10208.361328125	0.995428	28.825441	0.07640049999999998	-0.0058369277	0.0395201677	0.06196321690000001	0.0115399552	0.010351844300000001	-0.0594203367	-0.028111969599999998	-0.0371851976	-0.013868963100000001	0.036820063300000004	0.023571860099999998	-0.0020819287	0.0520238458	0.0519216657	0.051751514299999996	0.051513614299999996	0.051208277	0.050835902300000006	0.0503969776	-0.0134659	0.0813461	-0.0495106	-0.000592776	0.000208844	-0.000240469
9955.79296875	10401.4296875	10204.537109375	1.07796	31.215374	0.148622765	-0.0170588901	0.0437882705	0.0749518186	-0.0458949124	-0.0061317677000000004	-0.066371544	-0.0465073333	-0.0336130597	-0.052766339599999997	0.0260293348	0.08305264849999999	0.021615426899999998	0.052015357699999994	0.0518877384	0.05167527139999999	0.0513783043	0.0509973225	0.0505329491	0.0499859435	-0.0134648	-0.0395328	-0.053809	-0.000353485	-2.07523e-05	-0.000240469
