csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
10625.306640625	10706.2978515625	10504.1083984375	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-9.48774e-10	-1.533e-09	-0.00017029	-0.0	0.0
10539.310546875	10703.7978515625	10467.97265625	1.378836	40.25996	0.19614650558422597	-0.0249511029	-0.0109245073	0.0852063864	-0.027302483399999997	-0.0031246131	-0.0374347673	-0.024651941200000003	0.015404355900000001	-0.0327620935	0.0822152025	-0.0198242994	0.0175706713	0.0520931078	0.0520927528	0.0520921612	0.052091333	0.052090268099999996	0.052088966699999996	0.052087428600000006	0.0	-0.0269912	-0.0484456	0.0576281	0.000662899	-6.13051e-05	-0.000367138
10478.59375	10689.822265625	10444.7802734375	1.223993	35.738777	0.182626565	0.0073122008999999995	0.0394991	0.0806371604	0.015589236299999998	-0.0387892346	0.0172481263	-0.0178048812	-0.0367217421	-0.064299839	0.044182059800000006	0.0110327971	-0.039744807400000005	0.0520921612	0.052088966699999996	0.0520836425	0.052076189	0.0520666065	0.0520548953	0.052041055999999995	0.0	-0.0143551	0.0714256	0.0634797	0.000165911	-4.00778e-05	0.0
10444.177734375	10695.40625	10436.6474609375	1.204414	35.167099	0.05931176000000001	0.056302348499999995	0.0297258564	0.0526637738	0.045617186	0.0087731037	0.0335515459	0.037523443999999996	-0.0302877629	-0.07354279009999999	0.018128921	0.0517072564	0.0122292663	0.052090268099999996	0.0520813946	0.0520666065	0.052045905499999996	0.052019294	0.051986774900000005	0.051948352	0.0	-0.0132472	0.0820275	0.0402186	0.000248228	-0.000217399	0.000227179
10358.6494140625	10686.2275390625	10407.076171875	1.282429	37.445007	0.26533349999999994	0.038100029900000006	0.0069476039	-0.0091466462	-0.0587799772	0.0261427867	0.0337376425	0.0478789634	-0.0048368338	0.0003898952	0.029905005099999996	-0.0593285557	0.021775965	0.052087428600000006	0.052070037199999995	0.052041055999999995	0.0520004912	0.051948352	0.05188465	0.051809399299999996	0.0	0.0108442	-0.055399	0.0871075	0.0007241879999999999	0.000414381	0.000257973
10334.9501953125	10667.861328125	10398.2001953125	1.173556	34.266098	0.0599209	0.035459601800000004	-0.0417511338	-0.0285916715	-0.0019425773000000001	-0.0271756483	0.0585853493	0.033519348399999996	0.040444189500000005	0.0139751198	-0.0179392854	-0.029706751099999998	-0.0670930664	0.0520836425	0.0520548953	0.052006995	0.051939959400000006	0.0518538129	0.051748587400000004	0.0516243215	0.0	0.0261832	-0.0321287	0.08710579999999998	0.000651521	0.000253834	0.000450957
10336.7783203125	10666.0126953125	10408.8671875	1.106301	32.302349	0.18669816	0.0080527798	-0.0560340225	0.0105489326	0.039798169	-0.0027822914000000002	0.0370961499	0.001582015	0.0584854972	-0.0130257116	-0.0487857929	0.0289638821	-0.0356068108	0.0520789101	0.05203597	0.051964429400000005	0.0518643275	0.0517357195	0.051578676	0.0513932833	0.0	0.0162323	0.07998439999999998	0.0523449	0.00050529	6.02488e-05	0.000708606
10331.5693359375	10672.345703125	10418.56640625	0.998375	29.151073	0.06459936000000001	-0.0040133012	-0.0414202594	0.016208494	0.0349198622	0.0120449963	0.015861038100000002	-0.0173878222	0.0541202759	-0.0255389495	-0.0448932759	0.0570094277	-0.0137428349	0.052073231399999996	0.0520132626	0.0519133659	0.051773617699999996	0.0515941256	0.0513750271	0.051116490599999995	0.0	0.0162315	0.0799962	0.0194255	0.000967399	0.000221265	0.000698384
10315.3828125	10687.9521484375	10418.314453125	1.112289	32.477188	0.24355707	-0.0201980798	-0.0394308958	-0.0153206798	0.0130207746	0.0329794861	-0.0134567425	-0.027043404	0.041802794500000004	0.0163615521	-0.0075844808	0.0316691114	0.0444656434	0.0520666065	0.051986774900000005	0.0518538129	0.051667856399999997	0.051429095300000005	0.051137773899999996	0.0507941896	0.0	0.016242	-0.073705	0.0298363	0.00230153	3.35426e-05	0.000631546
10324.013671875	10684.1435546875	10428.322265625	1.051792	30.710756	0.07651118000000001	-0.0403558188	-0.0231376461	-0.0356659851	0.01244693	0.0317542323	-0.0432261144	-0.0405890763	0.0251355825	0.0338404976	0.0047569921	0.022862709900000003	0.065351163	0.052059035499999996	0.0519565087	0.05178578019999999	0.0515470741	0.0512407038	0.0508670714	0.0504266674	0.0	0.0162451	-0.0400538	0.0485189	0.00221565	-0.000179635	0.000815974
