csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
10458.310546875	10725.140625	10585.8134765625	n/a	n/a	n/a	-0.0330004335	-0.0431268262	-0.011422148	-0.061189639500000004	0.02948564	-0.0267685511	-0.0445853213	-0.0065735334	-0.0138955255	0.0463660226	-0.0021996864000000003	0.037880339	0.052057802699999996	0.052057449000000006	0.0520568594	0.0520560339	0.05205497269999999	0.052053675599999995	0.0520521427	0.0216736	0.000181946	-0.0151897	-0.00143745	-0.00166354	0.000296203
10374.001953125	10718.947265625	10561.0322265625	1.303542	39.526653	0.127521383	0.0386880402	-0.0085936269	0.030181605499999997	-0.068640792	-0.0198478346	-0.0112604978	0.0167638468	-0.0397514966	-0.0451493151	0.0402141909	-0.021872756299999997	-2.8910300000000003e-05	0.0520568594	0.052053675599999995	0.052048369500000004	0.0520409412	0.052031391100000005	0.0520197195	0.052005927	-0.0007761289999999998	0.0519366	-0.0309563	-0.00149421	-0.00110451	0.000431421
10337.7216796875	10725.171875	10550.3505859375	1.177147	35.694035	0.197182629	0.0120572318	0.045703004699999994	0.0472199275	-0.071639548	-0.006635213	-0.021542709700000003	0.0402410339	0.0221076705	-0.0548410777	0.0358209317	0.0159381978	0.0122218433	0.05205497269999999	0.0520461292	0.052031391100000005	0.0520107601	0.0519842386	0.0519518296	0.051913536600000004	0.016323299999999995	-0.0508235	-0.0150585	-0.00111807	-0.000403591	0.000582868
10228.720703125	10718.0732421875	10533.4033203125	1.368575	41.498596	0.10813295	-0.0522080916	0.018082622	0.09583809970000001	-0.0387834794	-0.031212841	0.0459035108	-0.025340167200000003	0.0392766269	-0.0663132831	0.0142448527	0.048026425899999996	-0.0726698418	0.0520521427	0.052034810199999997	0.052005927	0.051965499500000005	0.051913536600000004	0.05185005	0.0517750536	0.0267598	-0.0760237	-0.0566275	-0.000749525	-0.000153591	0.000582868
10269.583984375	10726.4833984375	10556.1650390625	1.332956	40.41853	0.355959535	-0.0240092136	-0.0481133297	0.0710246738	-0.0297833352	0.0202666317	-0.09349011089999999	-0.0418105539	-0.0208061862	-0.0355327977	-0.0229931823	-0.0298224494	0.0820078369	0.052048369500000004	0.0520197195	0.0519719813	0.0519051723	0.0518193171	0.0517144471	0.0515906009	0.00581898	0.0845613	0.08017649999999998	-0.00136525	-1.67217e-05	0.000582868
10258.0146484375	10727.9306640625	10550.986328125	1.17943	35.763237	0.172013835	0.0288026531	-0.0438652671	0.0772674068	0.015685718	0.0022213756	0.0721005496	-0.006129216	-0.047977185	8.582e-05	-0.0393506495	0.0255590374	-0.0904004892	0.0520436531	0.0520008583	0.0519295596	0.0518297962	0.0517016228	0.0515451095	0.05136034230000001	0.0156479	-0.028523	0.0973622	-0.000858861	-0.000148631	0.000582868
10304.193359375	10727.9892578125	10556.3955078125	1.150693	34.89188	0.0790301	0.0606277555	0.0071645943	0.06529531969999999	5.89838e-05	-0.0314405389	-0.0332577743	0.053774711600000004	-0.021097546800000002	-0.0169781154	-0.0242826513	0.0297064395	-0.022157898	0.052037993600000006	0.0519782277	0.0518786688	0.051739393	0.051560506900000004	0.0513421476	0.051084482199999996	0.0110396	-0.0495457	0.08126669999999998	-0.00051726	-0.000314063	0.000343829
10287.419921875	10730.6142578125	10568.837890625	1.184032	35.902809	0.11407177	0.0011095895	0.0500056565	0.0489143745	-0.0258488735	0.0354515838	-0.043530969800000006	0.0413820459	0.0337545727	-0.0311204871	-0.023271164	0.0347899366	0.0618797041	0.052031391100000005	0.0519518296	0.0518193171	0.051633988799999996	0.051396033499999993	0.0511056938	0.050763265599999996	0.0190342	0.0112468	0.0614207	-0.000642554	2.92034e-05	0.000384042
10273.875	10718.3056640625	10564.2333984375	1.214454	36.82526	0.075911525	-0.04500271980000001	0.0182056196	0.039689024100000005	-0.0130823255	-0.0551218941	0.06684469309999999	-0.020646680900000002	0.0475343725	-0.0566397388	-0.0105170678	-0.0264269175	-0.0765932775	0.0520238458	0.0519216657	0.051751514299999996	0.051513614299999996	0.051208277	0.050835902300000006	0.0503969776	0.0190291	0.0593622	0.042974	-0.000665267	-2.46151e-05	0.000273687
10275.521484375	10720.5556640625	10556.0009765625	1.214693	36.832523	0.17675585499999996	-0.038250931099999996	-0.039402813599999996	0.0306034804	-0.0169924149	0.0110294171	-0.1025945784	-0.0512906556	-0.0006411766	-0.0275316878	0.0195071866	0.021021045800000002	0.09262623689999999	0.052015357699999994	0.0518877384	0.05167527139999999	0.0513783043	0.0509973225	0.0505329491	0.0499859435	0.0190298	-0.0541999	0.0464886	8.261019999999998e-05	-0.000161126	0.000582868
10264.1240234375	10712.90625	10554.8974609375	1.281677	38.863651	0.17712788	0.0260065662	-0.0398562109	0.043976135199999995	-0.0242229612	-0.0100136675	0.0724257475	-0.0088688489	-0.0519948703	-0.044012948200000006	-0.0028131273	0.021707530099999997	-0.057663062	0.052005927	0.05185005	0.0515906009	0.051228098099999994	0.050763265599999996	0.0501970319	0.0495305282	0.0241809	-0.0290611	-0.054254	-0.00044457	2.92034e-05	0.000787266
